Operador;agilidad;precio;tecnologia;servicio_cliente;valor_agregado;transparencia;capacidad_planes;cobertura;canales_digitales
OPERADOR B;4;3;5;5;5;5;5;5;4
OPERADOR A;4;5;6;3;2;4;4;3;3
OPERADOR C;4;4;5;4;5;5;6;2;3
OPERADOR A;5;4;5;3;5;7;4;5;5
OPERADOR B;5;3;3;3;4;5;5;4;3
OPERADOR A;4;3;5;5;5;4;5;3;3
OPERADOR C;4;4;5;4;3;2;4;4;3
OPERADOR A;4;4;5;5;4;4;4;4;2
OPERADOR A;5;4;4;4;3;3;3;4;2
OPERADOR A;3;4;5;3;3;4;2;2;3
OPERADOR D;3;4;4;5;5;6;4;6;5
OPERADOR A;4;3;3;4;4;2;5;3;3
OPERADOR C;6;6;3;3;3;3;3;4;2
OPERADOR C;3;3;5;5;5;4;4;2;2
OPERADOR A;4;6;4;5;4;5;4;4;4
OPERADOR D;4;3;3;3;2;4;3;3;4
OPERADOR D;6;4;4;3;5;4;3;5;4
OPERADOR A;5;5;2;2;3;3;4;6;4
OPERADOR A;6;5;5;4;4;4;4;4;3
OPERADOR C;4;5;7;4;4;4;5;4;4
OPERADOR A;3;5;4;5;3;4;4;3;4
OPERADOR B;6;3;6;3;3;6;3;4;5
OPERADOR B;4;5;4;4;6;6;3;5;4
OPERADOR B;5;4;2;4;3;4;5;4;4
OPERADOR B;3;3;3;4;4;5;4;4;3
OPERADOR B;3;4;3;3;4;3;3;4;3
OPERADOR A;3;3;3;4;2;4;4;3;1
OPERADOR B;4;4;3;3;3;4;4;3;4
OPERADOR C;6;6;4;6;6;3;4;5;5
OPERADOR A;4;3;4;3;5;5;4;4;3
OPERADOR A;4;4;6;6;5;4;6;6;4
OPERADOR B;5;6;4;3;5;4;4;4;4
OPERADOR B;5;5;4;4;4;4;2;3;4
OPERADOR D;4;5;4;5;4;6;5;5;6
OPERADOR B;6;4;4;5;5;5;4;4;6
OPERADOR B;4;3;4;3;3;4;4;3;3
OPERADOR D;4;3;4;4;3;5;3;4;5
OPERADOR A;5;4;3;4;2;5;4;5;4
OPERADOR B;3;5;3;3;3;3;3;3;4
OPERADOR A;6;4;3;4;4;6;4;3;5
OPERADOR C;4;4;5;6;5;4;3;5;3
OPERADOR A;3;3;5;4;2;3;4;3;3
OPERADOR A;4;4;5;6;6;5;5;3;4
OPERADOR A;3;3;6;4;5;4;6;3;2
OPERADOR B;4;3;4;3;3;3;4;5;4
OPERADOR D;3;3;3;4;6;5;3;2;3
OPERADOR D;5;2;3;3;4;5;3;5;4
OPERADOR C;4;3;6;7;4;5;5;5;4
OPERADOR C;3;3;3;4;4;3;5;3;3
OPERADOR D;5;3;4;4;4;5;2;5;4
OPERADOR B;4;5;4;3;4;6;3;3;4
OPERADOR A;6;5;3;3;3;5;5;3;5
OPERADOR A;5;4;4;3;4;4;4;3;3
OPERADOR B;3;2;3;5;3;4;1;3;3
OPERADOR D;4;3;1;2;2;5;5;4;4
OPERADOR D;3;3;4;4;4;4;3;4;3
OPERADOR B;4;2;4;4;5;5;5;4;3
OPERADOR B;4;4;2;3;4;4;4;3;4
OPERADOR A;5;4;4;5;4;5;5;4;4
OPERADOR A;5;4;4;4;3;4;5;3;2
OPERADOR C;4;3;5;5;5;4;3;3;4
OPERADOR B;4;5;3;5;2;3;4;4;4
OPERADOR B;5;2;3;4;4;5;3;6;4
OPERADOR C;4;4;2;4;3;4;3;4;2
OPERADOR B;3;2;6;5;4;4;5;4;3
OPERADOR B;4;3;4;4;4;3;7;5;3
OPERADOR A;5;6;5;5;4;5;5;4;4
OPERADOR B;4;4;4;3;5;6;4;3;3
OPERADOR A;4;3;4;3;5;3;3;4;3
OPERADOR A;5;4;6;4;7;4;5;4;5
OPERADOR A;3;2;3;4;3;5;5;3;3
OPERADOR B;4;5;2;2;2;4;3;3;3
OPERADOR D;5;3;4;3;4;5;4;3;4
OPERADOR D;5;3;3;5;3;3;4;6;5
OPERADOR B;5;4;5;2;4;5;4;3;4
OPERADOR B;4;3;4;3;4;3;4;3;4
OPERADOR C;3;4;5;4;4;3;5;4;4
OPERADOR C;3;4;6;6;5;4;4;4;3
OPERADOR D;4;4;5;4;4;5;4;4;5
OPERADOR A;3;2;4;4;3;3;5;2;2
OPERADOR B;4;4;3;4;4;6;3;4;4
OPERADOR A;3;3;5;4;5;4;5;2;2
OPERADOR D;4;5;3;3;3;7;2;5;4
OPERADOR B;5;5;4;3;3;5;3;2;4
OPERADOR B;4;4;4;4;2;3;4;4;3
OPERADOR D;4;3;4;5;5;5;5;4;4
OPERADOR C;3;4;3;4;4;3;4;2;2
OPERADOR A;5;5;5;5;4;5;4;3;4
OPERADOR C;4;4;5;7;5;2;5;2;3
OPERADOR B;5;4;3;2;2;5;4;4;4
OPERADOR A;7;5;4;3;3;4;5;5;4
OPERADOR B;4;4;4;4;4;4;3;4;4
OPERADOR A;4;5;4;5;3;4;3;5;2
OPERADOR B;5;3;4;3;4;4;5;3;6
OPERADOR B;3;3;3;3;3;4;3;4;4
OPERADOR A;4;5;4;4;6;5;6;4;4
OPERADOR A;3;5;4;5;3;4;4;2;3
OPERADOR B;2;1;4;5;2;4;6;5;4
OPERADOR B;5;3;2;3;3;3;4;4;3
OPERADOR D;5;4;3;4;2;6;3;4;3
OPERADOR A;4;3;6;4;3;5;4;5;4
OPERADOR A;5;6;4;4;2;4;3;4;4
OPERADOR A;3;4;3;5;3;4;3;4;4
OPERADOR A;4;5;3;3;4;4;4;4;3
OPERADOR A;7;5;4;3;6;6;4;4;5
OPERADOR B;3;3;3;3;4;4;5;4;4
OPERADOR A;5;5;5;4;4;3;5;4;4
OPERADOR B;4;4;4;6;4;4;3;4;4
OPERADOR A;5;4;5;5;4;4;5;4;3
OPERADOR A;3;3;3;4;3;2;4;2;3
OPERADOR D;5;3;1;3;2;5;4;5;4
OPERADOR C;3;2;5;5;4;3;5;3;3
OPERADOR D;5;4;6;4;5;4;6;4;5
OPERADOR B;5;3;3;3;3;5;3;4;4
OPERADOR B;3;2;5;5;4;5;3;4;3
OPERADOR B;4;2;4;4;4;4;4;3;4
OPERADOR B;5;3;4;4;3;6;5;5;4
OPERADOR B;4;3;4;4;5;5;5;5;3
OPERADOR A;3;2;6;7;5;3;5;4;4
OPERADOR C;5;4;4;6;4;4;6;4;4
OPERADOR B;5;4;4;5;5;3;3;5;3
OPERADOR A;3;2;4;4;3;4;4;4;3
OPERADOR A;5;3;4;4;5;4;5;4;3
OPERADOR A;4;3;5;4;5;3;5;6;4
OPERADOR B;5;4;5;4;5;3;2;5;4
OPERADOR D;5;4;1;2;2;5;4;4;5
OPERADOR C;5;4;6;3;4;7;6;3;4
OPERADOR D;6;4;5;5;3;6;5;5;6
OPERADOR A;3;4;6;6;6;4;3;3;2
OPERADOR B;3;2;3;3;4;4;5;3;2
OPERADOR B;4;3;3;3;4;4;4;5;4
OPERADOR D;4;3;4;2;4;4;4;6;4
OPERADOR D;5;5;4;2;5;3;3;5;4
OPERADOR B;4;4;2;2;3;3;3;3;2
OPERADOR D;6;5;3;5;4;5;4;4;4
OPERADOR B;3;3;4;5;5;5;5;6;4
OPERADOR A;4;2;5;6;4;5;6;5;6
OPERADOR D;6;4;3;2;3;4;4;3;3
OPERADOR B;3;1;1;3;2;5;5;4;4
OPERADOR A;4;4;4;5;4;3;3;4;3
OPERADOR A;4;4;3;6;4;5;4;5;4
OPERADOR B;5;6;5;4;3;4;4;3;3
OPERADOR D;4;4;4;4;3;6;2;6;5
OPERADOR A;6;4;5;4;4;5;5;6;5
OPERADOR B;5;3;2;4;3;4;4;4;3
OPERADOR D;4;3;5;5;4;6;5;5;5
OPERADOR B;5;3;4;4;4;5;2;5;3
OPERADOR B;3;4;4;4;4;5;3;4;3
OPERADOR B;5;5;5;5;5;5;5;5;3
OPERADOR B;4;4;5;4;2;5;3;4;4
OPERADOR B;3;5;5;4;3;4;4;4;3
OPERADOR B;3;4;6;4;5;4;4;3;3
OPERADOR B;4;2;6;6;4;5;4;5;4
OPERADOR B;5;4;4;4;4;5;3;5;5
OPERADOR B;4;4;6;6;5;5;5;3;3
OPERADOR B;5;5;3;3;4;4;3;3;4
OPERADOR C;4;4;5;4;5;4;4;4;3
OPERADOR A;4;3;4;3;4;4;5;4;3
OPERADOR A;4;2;5;5;6;4;3;4;4
OPERADOR B;5;4;5;4;3;4;3;5;5
OPERADOR D;4;2;3;4;5;6;4;4;5
OPERADOR B;5;4;5;5;4;5;5;5;5
OPERADOR D;5;4;3;5;4;6;4;5;4
OPERADOR A;4;4;5;4;5;4;5;4;3
OPERADOR A;5;3;6;5;6;6;6;2;3
OPERADOR A;4;5;6;4;3;4;4;4;4
OPERADOR B;4;4;3;3;3;5;2;4;4
OPERADOR A;5;3;3;4;5;4;3;4;2
OPERADOR B;5;5;2;4;3;5;5;5;4
OPERADOR A;4;3;4;4;5;4;5;3;2
OPERADOR A;4;5;3;4;6;4;3;3;3
OPERADOR C;3;4;4;5;5;4;4;2;2
OPERADOR D;3;3;3;4;3;5;4;6;3
OPERADOR B;5;4;3;2;3;5;3;5;5
OPERADOR A;5;4;5;4;4;5;4;4;4
OPERADOR C;5;4;6;5;5;5;5;3;3
OPERADOR A;4;3;4;4;3;4;2;3;4
OPERADOR A;4;3;4;5;4;4;4;3;3
OPERADOR A;4;3;3;5;4;4;4;5;4
OPERADOR A;4;2;6;4;3;5;4;3;3
OPERADOR B;5;4;4;6;4;6;5;6;5
OPERADOR B;4;5;5;4;5;4;5;5;4
OPERADOR B;4;5;3;2;3;6;5;2;3
OPERADOR C;3;4;7;4;4;3;5;5;4
OPERADOR B;6;4;2;4;2;5;4;3;5
OPERADOR B;4;3;3;4;3;5;5;5;3
OPERADOR D;5;4;3;3;3;5;6;5;4
OPERADOR B;5;3;4;4;3;6;5;6;5
OPERADOR A;6;7;3;4;4;4;3;3;5
OPERADOR A;4;5;4;4;4;3;4;5;3
OPERADOR A;4;4;4;4;4;4;3;4;3
OPERADOR A;4;3;5;5;4;5;3;4;4
OPERADOR A;5;5;3;3;6;3;4;4;3
OPERADOR A;3;4;5;4;4;3;3;4;3
OPERADOR A;5;7;4;5;3;2;4;3;3
OPERADOR B;3;4;5;4;3;5;2;3;4
OPERADOR B;5;5;4;3;3;4;4;5;4
OPERADOR A;3;6;4;4;6;4;5;3;3
OPERADOR B;3;3;2;3;4;3;4;3;5
OPERADOR D;3;4;5;4;3;5;4;3;3
OPERADOR A;5;3;5;4;4;4;4;4;4
OPERADOR C;3;4;6;6;4;3;5;3;3
OPERADOR B;3;3;4;3;3;3;4;3;2
OPERADOR B;5;4;3;4;5;5;4;3;5
OPERADOR A;3;3;5;5;5;4;4;5;3
OPERADOR B;5;5;5;4;5;4;4;5;4
OPERADOR A;4;3;4;5;5;3;6;3;5
OPERADOR B;5;4;5;5;4;5;4;3;5
OPERADOR C;6;6;3;4;2;5;3;5;4
OPERADOR A;5;2;6;4;4;5;4;4;6
OPERADOR C;5;6;4;5;3;5;3;3;3
OPERADOR A;4;3;3;3;3;5;4;5;4
OPERADOR B;5;4;3;4;4;5;5;5;5
OPERADOR B;4;3;3;3;3;3;3;3;3
OPERADOR C;4;2;4;3;5;3;5;4;2
OPERADOR B;3;3;3;3;3;4;3;2;1
OPERADOR A;4;5;4;5;3;2;5;2;4
OPERADOR B;4;3;3;3;5;4;3;3;4
OPERADOR D;3;2;3;3;5;5;3;4;3
OPERADOR B;5;3;6;3;6;4;4;3;5
OPERADOR B;4;4;4;5;5;4;5;3;4
OPERADOR B;5;4;5;3;4;6;6;4;5
OPERADOR B;3;2;4;3;3;3;4;3;3
OPERADOR B;4;5;3;2;3;3;2;4;4
OPERADOR D;4;4;3;2;3;5;5;5;4
OPERADOR B;5;7;4;4;3;3;5;2;3
OPERADOR D;4;2;3;3;3;4;4;4;3
OPERADOR B;2;2;2;4;3;3;2;4;3
OPERADOR B;4;3;4;5;4;5;4;4;4
OPERADOR C;5;5;5;5;5;5;5;3;4
OPERADOR A;5;3;5;6;5;4;4;4;4
OPERADOR A;2;2;5;4;5;4;2;2;4
OPERADOR A;5;5;5;4;2;4;3;4;4
OPERADOR B;6;5;3;4;2;3;3;3;2
OPERADOR A;3;4;5;4;4;4;4;4;2
OPERADOR A;5;4;3;4;4;4;4;3;3
OPERADOR A;3;4;5;5;4;4;3;4;3
OPERADOR B;2;2;2;3;4;6;4;4;4
OPERADOR A;5;5;5;4;5;7;4;5;5
OPERADOR A;4;5;5;4;4;3;5;2;3
OPERADOR D;5;4;3;4;4;4;5;5;5
OPERADOR A;3;3;4;4;4;3;5;1;2
OPERADOR A;3;3;3;4;5;4;5;4;4
OPERADOR C;3;2;4;6;5;5;5;5;5
OPERADOR B;5;5;3;3;3;4;3;4;3
OPERADOR B;4;3;4;4;3;4;4;4;4
OPERADOR B;6;5;4;4;4;7;4;5;6
OPERADOR A;3;4;3;4;3;5;2;5;4
OPERADOR A;4;5;6;5;4;3;6;5;4
OPERADOR B;4;4;4;4;3;5;3;4;5
OPERADOR A;6;4;3;5;4;6;4;4;4
OPERADOR B;3;3;3;3;2;4;4;4;4
OPERADOR B;4;5;2;2;2;5;4;4;4
OPERADOR B;4;3;4;5;3;5;5;3;4
OPERADOR A;4;3;5;6;6;4;4;5;5
OPERADOR A;6;5;5;5;6;5;5;6;5
OPERADOR A;5;4;3;3;5;4;4;3;2
OPERADOR A;3;5;4;3;4;3;4;4;3
OPERADOR B;5;3;4;4;3;6;4;7;6
OPERADOR B;4;3;5;2;2;3;5;3;4
OPERADOR A;4;3;5;4;4;4;4;5;5
OPERADOR D;5;5;4;3;2;3;4;5;4
OPERADOR A;6;5;1;5;2;5;3;4;4
OPERADOR A;4;4;3;4;4;5;4;4;3
OPERADOR B;6;5;5;3;4;5;4;3;3
OPERADOR D;3;1;4;4;5;5;4;4;5
OPERADOR A;3;3;5;4;3;4;5;2;3
OPERADOR C;6;5;4;5;4;5;5;5;5
OPERADOR A;3;5;6;4;3;3;4;3;4
OPERADOR B;4;2;4;4;4;5;2;3;4
OPERADOR B;3;3;5;5;4;5;5;3;4
OPERADOR A;4;4;3;4;4;5;4;5;3
OPERADOR C;5;3;5;4;5;5;5;4;5
OPERADOR B;5;5;5;3;3;5;4;3;3
OPERADOR B;6;4;5;4;4;5;5;5;4
OPERADOR A;6;5;5;6;5;3;5;4;4
OPERADOR A;3;4;5;4;6;4;4;1;3
OPERADOR A;3;2;4;4;5;5;4;4;2
OPERADOR A;5;4;3;3;2;4;4;4;4
OPERADOR D;5;3;4;3;3;4;3;6;4
OPERADOR A;5;6;6;4;4;3;5;2;3
OPERADOR C;4;5;3;4;3;2;4;4;4
OPERADOR A;3;5;5;5;5;6;5;3;4
OPERADOR A;4;2;3;4;5;4;3;4;4
OPERADOR C;5;3;5;5;5;3;5;4;2
OPERADOR B;5;3;2;2;2;4;3;4;3
OPERADOR A;4;2;3;3;5;5;3;4;4
OPERADOR A;4;3;6;5;5;3;4;5;5
OPERADOR A;3;3;5;4;5;4;3;6;4
OPERADOR B;3;3;3;4;4;4;4;5;4
OPERADOR A;3;3;5;5;4;3;4;4;5
OPERADOR B;4;5;5;4;4;5;4;4;3
OPERADOR A;5;5;4;5;2;4;4;4;4
OPERADOR B;4;3;6;4;5;5;6;2;3
OPERADOR C;6;4;6;5;5;4;2;5;4
OPERADOR A;3;2;5;5;4;5;5;5;5
OPERADOR B;5;5;4;3;3;3;4;4;3
OPERADOR A;3;4;5;4;5;3;4;2;3
OPERADOR D;5;4;3;3;4;4;3;5;5
OPERADOR C;5;4;5;5;5;4;4;4;6
OPERADOR A;4;5;4;4;2;3;3;3;2
OPERADOR B;5;4;2;5;2;4;4;4;4
OPERADOR A;6;4;4;3;4;4;2;4;4
OPERADOR D;6;5;3;3;3;6;4;5;5
OPERADOR B;4;3;4;5;6;4;5;4;3
OPERADOR B;4;3;6;4;4;6;5;3;6
OPERADOR A;5;3;5;4;5;5;4;4;3
OPERADOR B;4;3;3;3;4;3;5;4;4
OPERADOR A;4;4;4;4;3;5;3;3;3
OPERADOR A;4;4;6;4;6;4;4;4;3
OPERADOR B;5;5;4;6;5;3;4;4;5
OPERADOR C;5;4;6;4;4;4;6;4;3
OPERADOR A;4;5;4;4;5;4;5;3;3
OPERADOR A;4;2;3;3;4;4;4;3;3
OPERADOR C;4;4;1;3;4;3;2;2;3
OPERADOR B;5;4;3;3;3;5;5;3;3
OPERADOR C;4;4;5;4;5;4;4;2;3
OPERADOR A;4;4;4;3;5;4;3;3;5
OPERADOR B;5;5;5;4;7;5;3;4;5
OPERADOR B;5;5;5;4;4;5;4;5;5
OPERADOR B;4;4;4;3;4;5;4;3;3
OPERADOR C;5;5;6;6;5;3;5;5;4
OPERADOR B;5;3;4;3;2;6;3;5;6
OPERADOR A;6;5;5;4;4;5;3;5;5
OPERADOR B;5;4;4;2;5;5;4;4;6
OPERADOR A;5;4;3;5;5;4;3;4;3
OPERADOR B;3;3;5;4;4;4;5;3;2
OPERADOR A;6;5;4;4;4;5;4;5;5
OPERADOR C;5;6;6;3;3;4;4;3;4
OPERADOR A;5;4;5;5;3;4;4;4;5
OPERADOR A;4;4;4;3;4;1;3;3;3
OPERADOR B;3;3;4;4;5;5;3;3;3
OPERADOR A;3;2;3;5;4;3;4;5;4
OPERADOR B;4;2;3;3;2;4;5;3;3
OPERADOR B;3;3;5;4;4;4;4;2;4
OPERADOR A;5;3;5;4;5;4;5;3;4
OPERADOR C;4;6;5;5;4;3;4;4;4
OPERADOR B;4;4;7;4;5;4;3;4;4
OPERADOR B;5;2;3;4;5;5;4;5;4
OPERADOR A;6;5;4;6;6;4;5;4;4
OPERADOR A;4;2;5;6;4;5;4;5;5
OPERADOR A;3;3;4;5;5;5;3;3;4
OPERADOR A;5;3;4;3;5;4;3;4;3
OPERADOR D;4;3;4;5;4;4;3;4;3
OPERADOR A;3;3;4;4;3;3;4;3;3
OPERADOR A;3;4;4;5;4;5;3;5;4
OPERADOR D;3;2;3;2;3;4;4;5;4
OPERADOR A;3;3;4;3;4;4;4;5;4
OPERADOR A;5;4;4;5;5;4;3;4;4
OPERADOR D;3;4;2;3;4;6;4;3;4
OPERADOR B;5;3;4;4;3;3;4;3;4
OPERADOR A;3;3;3;3;4;3;4;3;4
OPERADOR B;4;3;4;4;2;4;3;4;5
OPERADOR B;4;5;3;4;4;4;3;6;4
OPERADOR A;5;5;5;5;5;3;4;3;4
OPERADOR B;4;4;2;3;3;4;4;4;4
OPERADOR C;4;6;3;3;3;3;3;2;2
OPERADOR A;4;4;6;5;5;5;3;4;4
OPERADOR B;3;5;3;4;3;5;4;6;4
OPERADOR A;4;5;4;4;4;4;3;3;3
OPERADOR B;5;2;4;3;3;4;4;4;4
OPERADOR A;4;3;5;5;5;5;5;5;4
OPERADOR A;5;4;3;3;3;4;4;3;3
OPERADOR C;4;2;4;4;4;3;5;4;4
OPERADOR B;3;5;4;4;4;3;3;4;3
OPERADOR C;5;4;6;5;5;4;5;4;4
OPERADOR B;3;3;5;4;4;3;4;3;4
OPERADOR D;5;3;5;3;3;4;5;4;3
OPERADOR D;4;4;4;5;4;5;2;6;6
OPERADOR A;4;3;5;4;5;3;5;3;4
OPERADOR B;4;4;5;4;4;5;5;4;4
OPERADOR A;4;5;6;5;4;4;4;4;3
